config_name,temperature,top_p,response,timestamp
Temp Baja,0.2,1.0,A,2025-12-29T16:06:34.972435
Temp Baja,0.2,1.0,A,2025-12-29T16:06:37.518147
Temp Baja,0.2,1.0,A,2025-12-29T16:06:40.088186
Temp Baja,0.2,1.0,A,2025-12-29T16:06:42.628912
Temp Baja,0.2,1.0,A,2025-12-29T16:06:45.183045
Temp Baja,0.2,1.0,A,2025-12-29T16:06:47.731146
Temp Baja,0.2,1.0,A,2025-12-29T16:06:50.280143
Temp Baja,0.2,1.0,A,2025-12-29T16:06:52.830714
Temp Baja,0.2,1.0,A,2025-12-29T16:06:55.433861
Temp Baja,0.2,1.0,A,2025-12-29T16:06:57.987508
Temp Baja,0.2,1.0,A,2025-12-29T16:07:00.533363
Temp Baja,0.2,1.0,A,2025-12-29T16:07:03.098602
Temp Baja,0.2,1.0,A,2025-12-29T16:07:05.654466
Temp Baja,0.2,1.0,A,2025-12-29T16:07:08.196733
Temp Baja,0.2,1.0,A,2025-12-29T16:07:10.747832
Temp Baja,0.2,1.0,A,2025-12-29T16:07:13.293431
Temp Baja,0.2,1.0,A,2025-12-29T16:07:15.852789
Temp Baja,0.2,1.0,A,2025-12-29T16:07:18.411974
Temp Baja,0.2,1.0,A,2025-12-29T16:07:20.965270
Temp Baja,0.2,1.0,A,2025-12-29T16:07:23.511450
Temp Baja,0.2,1.0,A,2025-12-29T16:07:26.093405
Temp Baja,0.2,1.0,A,2025-12-29T16:07:28.669960
Temp Baja,0.2,1.0,A,2025-12-29T16:07:31.220341
Temp Baja,0.2,1.0,A,2025-12-29T16:07:33.778386
Temp Baja,0.2,1.0,A,2025-12-29T16:07:36.328443
Temp Baja,0.2,1.0,A,2025-12-29T16:07:38.879976
Temp Baja,0.2,1.0,A,2025-12-29T16:07:41.424338
Temp Baja,0.2,1.0,A,2025-12-29T16:07:43.981877
Temp Baja,0.2,1.0,A,2025-12-29T16:07:46.524399
Temp Baja,0.2,1.0,A,2025-12-29T16:07:49.073040
Temp Baja,0.2,1.0,A,2025-12-29T16:07:51.639779
Temp Baja,0.2,1.0,A,2025-12-29T16:07:54.175783
Temp Baja,0.2,1.0,A,2025-12-29T16:07:56.728863
Temp Baja,0.2,1.0,A,2025-12-29T16:07:59.267645
Temp Baja,0.2,1.0,A,2025-12-29T16:08:01.806344
Temp Baja,0.2,1.0,A,2025-12-29T16:08:04.355167
Temp Baja,0.2,1.0,A,2025-12-29T16:08:06.901811
Temp Baja,0.2,1.0,A,2025-12-29T16:08:09.435287
Temp Baja,0.2,1.0,A,2025-12-29T16:08:11.985717
Temp Baja,0.2,1.0,A,2025-12-29T16:08:14.546258
Temp Baja,0.2,1.0,A,2025-12-29T16:08:17.101293
Temp Baja,0.2,1.0,A,2025-12-29T16:08:19.651657
Temp Baja,0.2,1.0,A,2025-12-29T16:08:22.230877
Temp Baja,0.2,1.0,A,2025-12-29T16:08:24.779843
Temp Baja,0.2,1.0,A,2025-12-29T16:08:27.325990
Temp Baja,0.2,1.0,A,2025-12-29T16:08:29.885268
Temp Baja,0.2,1.0,A,2025-12-29T16:08:32.461112
Temp Baja,0.2,1.0,A,2025-12-29T16:08:35.021333
Temp Baja,0.2,1.0,A,2025-12-29T16:08:37.569433
Temp Baja,0.2,1.0,A,2025-12-29T16:08:40.119972
Temp Baja,0.2,1.0,A,2025-12-29T16:08:42.672406
Temp Baja,0.2,1.0,A,2025-12-29T16:08:45.242258
Temp Baja,0.2,1.0,A,2025-12-29T16:08:47.799957
Temp Baja,0.2,1.0,A,2025-12-29T16:08:50.361658
Temp Baja,0.2,1.0,A,2025-12-29T16:08:52.912730
Temp Baja,0.2,1.0,A,2025-12-29T16:08:55.454938
Temp Baja,0.2,1.0,A,2025-12-29T16:08:58.014284
Temp Baja,0.2,1.0,A,2025-12-29T16:09:00.560353
Temp Baja,0.2,1.0,A,2025-12-29T16:09:03.108372
Temp Baja,0.2,1.0,A,2025-12-29T16:09:05.675790
Temp Baja,0.2,1.0,A,2025-12-29T16:09:08.236330
Temp Baja,0.2,1.0,A,2025-12-29T16:09:10.775821
Temp Baja,0.2,1.0,A,2025-12-29T16:09:13.328576
Temp Baja,0.2,1.0,A,2025-12-29T16:09:15.888723
Temp Baja,0.2,1.0,A,2025-12-29T16:09:18.437832
Temp Baja,0.2,1.0,A,2025-12-29T16:09:20.986636
Temp Baja,0.2,1.0,A,2025-12-29T16:09:23.526049
Temp Baja,0.2,1.0,A,2025-12-29T16:09:26.084659
Temp Baja,0.2,1.0,A,2025-12-29T16:09:28.628391
Temp Baja,0.2,1.0,A,2025-12-29T16:09:31.197312
Temp Baja,0.2,1.0,A,2025-12-29T16:09:33.735058
Temp Baja,0.2,1.0,A,2025-12-29T16:09:36.288018
Temp Baja,0.2,1.0,A,2025-12-29T16:09:38.849814
Temp Baja,0.2,1.0,A,2025-12-29T16:09:41.404188
Temp Baja,0.2,1.0,A,2025-12-29T16:09:43.952561
Temp Baja,0.2,1.0,A,2025-12-29T16:09:46.506705
Temp Baja,0.2,1.0,A,2025-12-29T16:09:49.054311
Temp Media,0.7,1.0,A,2025-12-29T16:09:51.610427
Temp Media,0.7,1.0,A,2025-12-29T16:09:54.165099
Temp Media,0.7,1.0,A,2025-12-29T16:09:56.709609
Temp Media,0.7,1.0,A,2025-12-29T16:09:59.274544
Temp Media,0.7,1.0,A,2025-12-29T16:10:01.840111
Temp Media,0.7,1.0,A,2025-12-29T16:10:04.401978
Temp Media,0.7,1.0,A,2025-12-29T16:10:06.990811
Temp Media,0.7,1.0,A,2025-12-29T16:10:09.537845
Temp Media,0.7,1.0,A,2025-12-29T16:10:12.089738
Temp Media,0.7,1.0,D,2025-12-29T16:10:14.642258
Temp Media,0.7,1.0,A,2025-12-29T16:10:17.207231
Temp Media,0.7,1.0,A,2025-12-29T16:10:19.746818
Temp Media,0.7,1.0,A,2025-12-29T16:10:22.343309
Temp Media,0.7,1.0,A,2025-12-29T16:10:24.905556
Temp Media,0.7,1.0,A,2025-12-29T16:10:27.464156
Temp Media,0.7,1.0,A,2025-12-29T16:10:30.119451
Temp Media,0.7,1.0,A,2025-12-29T16:10:32.675742
Temp Media,0.7,1.0,A,2025-12-29T16:10:35.238349
Temp Media,0.7,1.0,A,2025-12-29T16:10:37.812091
Temp Media,0.7,1.0,A,2025-12-29T16:10:40.389073
Temp Media,0.7,1.0,A,2025-12-29T16:10:42.936433
Temp Media,0.7,1.0,A,2025-12-29T16:10:45.483464
Temp Media,0.7,1.0,A,2025-12-29T16:10:48.036402
Temp Media,0.7,1.0,A,2025-12-29T16:10:50.592727
Temp Media,0.7,1.0,A,2025-12-29T16:10:53.152679
Temp Media,0.7,1.0,A,2025-12-29T16:10:55.709681
Temp Media,0.7,1.0,A,2025-12-29T16:10:58.269441
Temp Media,0.7,1.0,A,2025-12-29T16:11:00.811595
Temp Media,0.7,1.0,A.,2025-12-29T16:11:03.375068
Temp Media,0.7,1.0,A,2025-12-29T16:11:05.924566
Temp Media,0.7,1.0,A,2025-12-29T16:11:08.536558
Temp Media,0.7,1.0,A,2025-12-29T16:11:11.106168
Temp Media,0.7,1.0,A,2025-12-29T16:11:13.674229
Temp Media,0.7,1.0,A,2025-12-29T16:11:16.236537
Temp Media,0.7,1.0,A,2025-12-29T16:11:18.795489
Temp Media,0.7,1.0,A,2025-12-29T16:11:21.356923
Temp Media,0.7,1.0,A,2025-12-29T16:11:23.907448
Temp Media,0.7,1.0,A,2025-12-29T16:11:26.457938
Temp Media,0.7,1.0,A,2025-12-29T16:11:29.045432
Temp Media,0.7,1.0,A,2025-12-29T16:11:31.640084
Temp Media,0.7,1.0,A,2025-12-29T16:11:34.194802
Temp Media,0.7,1.0,D,2025-12-29T16:11:36.750249
Temp Media,0.7,1.0,D,2025-12-29T16:11:39.304558
Temp Media,0.7,1.0,C,2025-12-29T16:11:41.854606
Temp Media,0.7,1.0,A,2025-12-29T16:11:44.474422
Temp Media,0.7,1.0,A,2025-12-29T16:11:47.030760
Temp Media,0.7,1.0,A,2025-12-29T16:11:49.577070
Temp Media,0.7,1.0,A,2025-12-29T16:11:52.176737
Temp Media,0.7,1.0,A,2025-12-29T16:11:54.729857
Temp Media,0.7,1.0,A,2025-12-29T16:11:57.282453
Temp Media,0.7,1.0,A,2025-12-29T16:11:59.855733
Temp Media,0.7,1.0,A,2025-12-29T16:12:02.415825
Temp Media,0.7,1.0,A,2025-12-29T16:12:04.977229
Temp Media,0.7,1.0,A,2025-12-29T16:12:07.538565
Temp Media,0.7,1.0,A,2025-12-29T16:12:10.086173
Temp Media,0.7,1.0,A,2025-12-29T16:12:12.633719
Temp Media,0.7,1.0,A,2025-12-29T16:12:15.193079
Temp Media,0.7,1.0,A,2025-12-29T16:12:17.761128
Temp Media,0.7,1.0,A.,2025-12-29T16:12:20.302933
Temp Media,0.7,1.0,A,2025-12-29T16:12:22.865623
Temp Media,0.7,1.0,A,2025-12-29T16:12:25.420148
Temp Media,0.7,1.0,A,2025-12-29T16:12:27.981407
Temp Media,0.7,1.0,A,2025-12-29T16:12:30.544183
Temp Media,0.7,1.0,A,2025-12-29T16:12:33.111051
Temp Media,0.7,1.0,A,2025-12-29T16:12:35.681963
Temp Media,0.7,1.0,A,2025-12-29T16:12:38.238059
Temp Media,0.7,1.0,C,2025-12-29T16:12:40.785528
Temp Media,0.7,1.0,A,2025-12-29T16:12:43.340653
Temp Media,0.7,1.0,A.,2025-12-29T16:12:45.904634
Temp Media,0.7,1.0,A,2025-12-29T16:12:48.464303
Temp Media,0.7,1.0,A,2025-12-29T16:12:51.039781
Temp Media,0.7,1.0,A,2025-12-29T16:12:53.596169
Temp Media,0.7,1.0,A,2025-12-29T16:12:56.175192
Temp Media,0.7,1.0,A,2025-12-29T16:12:58.731227
Temp Media,0.7,1.0,A,2025-12-29T16:13:01.275639
Temp Media,0.7,1.0,A,2025-12-29T16:13:03.825633
Temp Media,0.7,1.0,A,2025-12-29T16:13:06.393194
Temp Media,0.7,1.0,A,2025-12-29T16:13:08.953288
Temp Media,0.7,1.0,A,2025-12-29T16:13:11.514661
Temp Media,0.7,1.0,A,2025-12-29T16:13:14.061754
Temp Media,0.7,1.0,A,2025-12-29T16:13:16.613820
Temp Media,0.7,1.0,A.,2025-12-29T16:13:19.162181
Temp Media,0.7,1.0,A,2025-12-29T16:13:21.703477
Temp Media,0.7,1.0,A,2025-12-29T16:13:24.251570
Temp Media,0.7,1.0,A,2025-12-29T16:13:26.821145
Temp Media,0.7,1.0,A,2025-12-29T16:13:29.396261
Temp Media,0.7,1.0,A,2025-12-29T16:13:31.977257
Temp Media,0.7,1.0,A,2025-12-29T16:13:34.518366
Temp Media,0.7,1.0,A,2025-12-29T16:13:37.072467
Temp Media,0.7,1.0,D,2025-12-29T16:13:39.652887
Temp Media,0.7,1.0,A,2025-12-29T16:13:42.207527
Temp Media,0.7,1.0,A,2025-12-29T16:13:44.745094
Temp Media,0.7,1.0,A,2025-12-29T16:13:47.290214
Temp Media,0.7,1.0,A,2025-12-29T16:13:49.856200
Temp Media,0.7,1.0,A,2025-12-29T16:13:52.400959
Temp Media,0.7,1.0,A,2025-12-29T16:13:54.964116
Temp Media,0.7,1.0,A,2025-12-29T16:13:57.517639
Temp Media,0.7,1.0,A,2025-12-29T16:14:00.074540
Temp Media,0.7,1.0,A,2025-12-29T16:14:02.646735
Temp Media,0.7,1.0,A,2025-12-29T16:14:05.206139
Temp Media,0.7,1.0,A,2025-12-29T16:14:07.758620
Temp Media,0.7,1.0,A,2025-12-29T16:14:10.317440
Temp Media,0.7,1.0,A,2025-12-29T16:14:12.901740
Temp Media,0.7,1.0,A,2025-12-29T16:14:15.440033
Temp Media,0.7,1.0,A,2025-12-29T16:14:18.008477
Temp Media,0.7,1.0,A,2025-12-29T16:14:20.553269
Temp Media,0.7,1.0,A.,2025-12-29T16:14:23.103495
Temp Media,0.7,1.0,A,2025-12-29T16:14:25.643525
Temp Media,0.7,1.0,A,2025-12-29T16:14:28.190972
Temp Media,0.7,1.0,A,2025-12-29T16:14:30.737795
Temp Media,0.7,1.0,A,2025-12-29T16:14:33.293165
Temp Media,0.7,1.0,A,2025-12-29T16:14:35.861358
Temp Media,0.7,1.0,A,2025-12-29T16:14:38.423586
Temp Media,0.7,1.0,A,2025-12-29T16:14:40.981085
Temp Media,0.7,1.0,A,2025-12-29T16:14:43.533859
Temp Media,0.7,1.0,A,2025-12-29T16:14:46.089268
Temp Media,0.7,1.0,A,2025-12-29T16:14:48.631187
Temp Media,0.7,1.0,A,2025-12-29T16:14:51.161273
Temp Media,0.7,1.0,A,2025-12-29T16:14:53.707488
Temp Media,0.7,1.0,A,2025-12-29T16:14:56.270528
Temp Media,0.7,1.0,A,2025-12-29T16:14:58.829867
Temp Media,0.7,1.0,A,2025-12-29T16:15:01.391712
Temp Media,0.7,1.0,A,2025-12-29T16:15:03.942569
Temp Media,0.7,1.0,A,2025-12-29T16:15:06.529281
Temp Media,0.7,1.0,A,2025-12-29T16:15:09.090474
Temp Media,0.7,1.0,A.,2025-12-29T16:15:11.640210
Temp Media,0.7,1.0,A,2025-12-29T16:15:14.196026
Temp Media,0.7,1.0,A,2025-12-29T16:15:16.745567
Temp Media,0.7,1.0,A,2025-12-29T16:15:19.289215
Temp Media,0.7,1.0,B,2025-12-29T16:15:21.843512
Temp Media,0.7,1.0,A,2025-12-29T16:15:24.412745
Temp Media,0.7,1.0,A,2025-12-29T16:15:26.955217
Temp Media,0.7,1.0,A,2025-12-29T16:15:29.502806
Temp Media,0.7,1.0,A,2025-12-29T16:15:32.053015
Temp Media,0.7,1.0,A,2025-12-29T16:15:34.623728
Temp Media,0.7,1.0,A,2025-12-29T16:15:37.180411
Temp Media,0.7,1.0,A,2025-12-29T16:15:39.727327
Temp Media,0.7,1.0,A,2025-12-29T16:15:42.278142
Temp Media,0.7,1.0,A,2025-12-29T16:15:44.832594
Temp Media,0.7,1.0,A,2025-12-29T16:15:47.394784
Temp Media,0.7,1.0,D,2025-12-29T16:15:49.948724
Temp Media,0.7,1.0,A,2025-12-29T16:15:52.511936
Temp Media,0.7,1.0,A,2025-12-29T16:15:55.063273
Temp Media,0.7,1.0,A,2025-12-29T16:15:57.618174
Temp Media,0.7,1.0,A,2025-12-29T16:16:00.178187
Temp Media,0.7,1.0,A,2025-12-29T16:16:02.729052
Temp Media,0.7,1.0,A,2025-12-29T16:16:05.282038
Temp Media,0.7,1.0,A,2025-12-29T16:16:07.837066
Temp Media,0.7,1.0,A,2025-12-29T16:16:10.386613
Temp Media,0.7,1.0,A,2025-12-29T16:16:12.949344
Temp Media,0.7,1.0,A,2025-12-29T16:16:15.521298
Temp Media,0.7,1.0,A,2025-12-29T16:16:18.082167
Temp Media,0.7,1.0,A,2025-12-29T16:16:20.669527
Temp Media,0.7,1.0,A,2025-12-29T16:16:23.227773
Temp Media,0.7,1.0,A,2025-12-29T16:16:25.816781
Temp Media,0.7,1.0,A,2025-12-29T16:16:28.370929
Temp Media,0.7,1.0,A,2025-12-29T16:16:30.915343
Temp Media,0.7,1.0,A,2025-12-29T16:16:33.487745
Temp Media,0.7,1.0,A,2025-12-29T16:16:36.057511
Temp Media,0.7,1.0,A,2025-12-29T16:16:38.615109
Temp Media,0.7,1.0,A,2025-12-29T16:16:41.186556
Temp Media,0.7,1.0,A,2025-12-29T16:16:43.762102
Temp Media,0.7,1.0,A,2025-12-29T16:16:46.307323
Temp Media,0.7,1.0,A,2025-12-29T16:16:48.849261
Temp Media,0.7,1.0,A,2025-12-29T16:16:51.408618
Temp Media,0.7,1.0,A,2025-12-29T16:16:53.945146
Temp Media,0.7,1.0,A,2025-12-29T16:16:56.498223
Temp Media,0.7,1.0,A,2025-12-29T16:16:59.050218
Temp Media,0.7,1.0,A,2025-12-29T16:17:01.613743
Temp Media,0.7,1.0,A,2025-12-29T16:17:04.158722
Temp Media,0.7,1.0,D,2025-12-29T16:17:06.715658
Temp Media,0.7,1.0,A,2025-12-29T16:17:09.291334
Temp Media,0.7,1.0,A,2025-12-29T16:17:11.849247
Temp Media,0.7,1.0,A,2025-12-29T16:17:14.394671
Temp Media,0.7,1.0,A,2025-12-29T16:17:16.954938
Temp Media,0.7,1.0,A,2025-12-29T16:17:19.504740
Temp Media,0.7,1.0,A,2025-12-29T16:17:22.080325
Temp Media,0.7,1.0,A,2025-12-29T16:17:24.623648
Temp Media,0.7,1.0,A,2025-12-29T16:17:27.173376
Temp Media,0.7,1.0,A,2025-12-29T16:17:29.714718
Temp Media,0.7,1.0,A,2025-12-29T16:17:32.277177
Temp Media,0.7,1.0,A,2025-12-29T16:17:34.827796
Temp Media,0.7,1.0,A,2025-12-29T16:17:37.409647
Temp Media,0.7,1.0,A,2025-12-29T16:17:39.988689
Temp Media,0.7,1.0,A,2025-12-29T16:17:42.541934
Temp Media,0.7,1.0,A,2025-12-29T16:17:45.085286
Temp Media,0.7,1.0,A,2025-12-29T16:17:47.629245
Temp Media,0.7,1.0,A,2025-12-29T16:17:50.196359
Temp Media,0.7,1.0,A,2025-12-29T16:17:52.750555
Temp Media,0.7,1.0,A,2025-12-29T16:17:55.301971
Temp Media,0.7,1.0,A,2025-12-29T16:17:57.861819
Temp Media,0.7,1.0,A,2025-12-29T16:18:00.411431
Temp Media,0.7,1.0,A,2025-12-29T16:18:02.956707
Temp Media,0.7,1.0,D.,2025-12-29T16:18:05.510719
Temp Media,0.7,1.0,A,2025-12-29T16:18:08.064099
Temp Media,0.7,1.0,A,2025-12-29T16:18:10.616746
Temp Media,0.7,1.0,A,2025-12-29T16:18:13.169299
Temp Media,0.7,1.0,A,2025-12-29T16:18:15.720948
Temp Media,0.7,1.0,A,2025-12-29T16:18:18.283881
Temp Media,0.7,1.0,A,2025-12-29T16:18:20.837276
Temp Media,0.7,1.0,A,2025-12-29T16:18:23.376301
Temp Media,0.7,1.0,A,2025-12-29T16:18:25.940788
Temp Media,0.7,1.0,A.,2025-12-29T16:18:28.485965
Temp Media,0.7,1.0,A,2025-12-29T16:18:31.038204
Temp Media,0.7,1.0,A,2025-12-29T16:18:33.586969
Temp Media,0.7,1.0,D,2025-12-29T16:18:36.132838
Temp Media,0.7,1.0,A,2025-12-29T16:18:38.696341
Temp Media,0.7,1.0,A,2025-12-29T16:18:41.250167
Temp Media,0.7,1.0,D.,2025-12-29T16:18:43.817084
Temp Media,0.7,1.0,A,2025-12-29T16:18:46.367172
Temp Media,0.7,1.0,A,2025-12-29T16:18:48.910242
Temp Media,0.7,1.0,A,2025-12-29T16:18:51.482369
Temp Media,0.7,1.0,A,2025-12-29T16:18:54.036085
Temp Media,0.7,1.0,A.,2025-12-29T16:18:56.584310
Temp Media,0.7,1.0,A.,2025-12-29T16:18:59.133925
Temp Media,0.7,1.0,A,2025-12-29T16:19:01.688522
Temp Media,0.7,1.0,A,2025-12-29T16:19:04.233900
Temp Media,0.7,1.0,A,2025-12-29T16:19:06.801403
Temp Media,0.7,1.0,A.,2025-12-29T16:19:09.356887
Temp Media,0.7,1.0,A,2025-12-29T16:19:11.921368
Temp Media,0.7,1.0,A,2025-12-29T16:19:14.479714
Temp Media,0.7,1.0,A,2025-12-29T16:19:17.027497
Temp Media,0.7,1.0,A,2025-12-29T16:19:19.576520
Temp Media,0.7,1.0,A,2025-12-29T16:19:22.111857
Temp Media,0.7,1.0,D,2025-12-29T16:19:24.664952
Temp Media,0.7,1.0,A,2025-12-29T16:19:27.237628
Temp Media,0.7,1.0,A,2025-12-29T16:19:29.794712
Temp Media,0.7,1.0,A,2025-12-29T16:19:32.350875
Temp Media,0.7,1.0,A,2025-12-29T16:19:34.902097
Temp Media,0.7,1.0,A,2025-12-29T16:19:37.466212
Temp Media,0.7,1.0,A,2025-12-29T16:19:40.021373
Temp Media,0.7,1.0,A,2025-12-29T16:19:42.577631
Temp Media,0.7,1.0,A,2025-12-29T16:19:45.139295
Temp Media,0.7,1.0,A,2025-12-29T16:19:47.742473
Temp Media,0.7,1.0,A,2025-12-29T16:19:50.292826
Temp Media,0.7,1.0,A,2025-12-29T16:19:52.870024
Temp Media,0.7,1.0,A,2025-12-29T16:19:55.433804
Temp Media,0.7,1.0,A,2025-12-29T16:19:57.983423
Temp Media,0.7,1.0,A,2025-12-29T16:20:00.548090
Temp Media,0.7,1.0,A,2025-12-29T16:20:03.097471
Temp Media,0.7,1.0,A,2025-12-29T16:20:05.654850
Temp Media,0.7,1.0,A,2025-12-29T16:20:08.214752
Temp Media,0.7,1.0,A,2025-12-29T16:20:10.786707
Temp Media,0.7,1.0,A,2025-12-29T16:20:13.350328
Temp Media,0.7,1.0,A,2025-12-29T16:20:15.914613
Temp Media,0.7,1.0,A,2025-12-29T16:20:18.464626
Temp Media,0.7,1.0,A,2025-12-29T16:20:21.024796
Temp Media,0.7,1.0,A,2025-12-29T16:20:23.606652
Temp Media,0.7,1.0,A,2025-12-29T16:20:26.148333
Temp Media,0.7,1.0,A,2025-12-29T16:20:28.704180
Temp Media,0.7,1.0,A,2025-12-29T16:20:31.260085
Temp Media,0.7,1.0,D,2025-12-29T16:20:33.808159
Temp Media,0.7,1.0,A,2025-12-29T16:20:36.352476
Temp Media,0.7,1.0,A,2025-12-29T16:20:38.918782
Temp Media,0.7,1.0,A,2025-12-29T16:20:41.483404
Temp Media,0.7,1.0,A,2025-12-29T16:20:44.053954
Temp Media,0.7,1.0,A,2025-12-29T16:20:46.604389
Temp Media,0.7,1.0,A,2025-12-29T16:20:49.177604
Temp Media,0.7,1.0,A,2025-12-29T16:20:51.729217
Temp Media,0.7,1.0,A,2025-12-29T16:20:54.292197
Temp Media,0.7,1.0,A,2025-12-29T16:20:56.848964
Temp Media,0.7,1.0,A,2025-12-29T16:20:59.409918
Temp Media,0.7,1.0,A,2025-12-29T16:21:01.964261
Temp Media,0.7,1.0,A,2025-12-29T16:21:04.511971
Temp Media,0.7,1.0,D,2025-12-29T16:21:07.057706
Temp Media,0.7,1.0,A,2025-12-29T16:21:09.616429
Temp Media,0.7,1.0,A,2025-12-29T16:21:12.174582
Temp Media,0.7,1.0,A,2025-12-29T16:21:14.717932
Temp Media,0.7,1.0,A,2025-12-29T16:21:17.278052
Temp Media,0.7,1.0,A,2025-12-29T16:21:19.827019
Temp Media,0.7,1.0,A,2025-12-29T16:21:22.398001
Temp Media,0.7,1.0,A,2025-12-29T16:21:24.948243
Temp Media,0.7,1.0,D,2025-12-29T16:21:27.510653
Temp Media,0.7,1.0,A,2025-12-29T16:21:30.088017
Temp Media,0.7,1.0,A,2025-12-29T16:21:32.655015
Temp Media,0.7,1.0,A,2025-12-29T16:21:35.241483
Temp Media,0.7,1.0,A,2025-12-29T16:21:37.795797
Temp Media,0.7,1.0,A,2025-12-29T16:21:40.330402
Temp Media,0.7,1.0,A,2025-12-29T16:21:42.902797
Temp Media,0.7,1.0,A,2025-12-29T16:21:45.465639
Temp Media,0.7,1.0,A,2025-12-29T16:21:48.039942
Temp Media,0.7,1.0,A,2025-12-29T16:21:50.591665
Temp Media,0.7,1.0,A,2025-12-29T16:21:53.136757
Temp Media,0.7,1.0,A,2025-12-29T16:21:55.673553
Temp Media,0.7,1.0,A,2025-12-29T16:21:58.232195
Temp Media,0.7,1.0,D,2025-12-29T16:22:00.794770
Temp Media,0.7,1.0,A,2025-12-29T16:22:03.335283
Temp Media,0.7,1.0,A,2025-12-29T16:22:05.894073
Temp Media,0.7,1.0,A,2025-12-29T16:22:08.461297
Temp Media,0.7,1.0,A,2025-12-29T16:22:11.012561
Temp Media,0.7,1.0,A,2025-12-29T16:22:13.593290
Temp Media,0.7,1.0,A,2025-12-29T16:22:16.166505
Temp Media,0.7,1.0,A,2025-12-29T16:22:18.737680
Temp Media,0.7,1.0,A,2025-12-29T16:22:21.296012
Temp Media,0.7,1.0,B,2025-12-29T16:22:23.852196
Temp Media,0.7,1.0,A,2025-12-29T16:22:26.406550
Temp Media,0.7,1.0,A,2025-12-29T16:22:28.991797
Temp Media,0.7,1.0,A,2025-12-29T16:22:31.551176
Temp Media,0.7,1.0,A,2025-12-29T16:22:34.103971
Temp Media,0.7,1.0,A,2025-12-29T16:22:36.654206
Temp Media,0.7,1.0,A,2025-12-29T16:22:39.196787
Temp Media,0.7,1.0,A,2025-12-29T16:22:41.749305
Temp Media,0.7,1.0,A,2025-12-29T16:22:44.321441
Temp Media,0.7,1.0,A.,2025-12-29T16:22:46.916970
Temp Media,0.7,1.0,A,2025-12-29T16:22:49.489566
Temp Media,0.7,1.0,A,2025-12-29T16:22:52.043020
Temp Media,0.7,1.0,A,2025-12-29T16:22:54.614598
Temp Media,0.7,1.0,A,2025-12-29T16:22:57.169223
Temp Media,0.7,1.0,A,2025-12-29T16:22:59.740679
Temp Media,0.7,1.0,B,2025-12-29T16:23:02.349878
Temp Media,0.7,1.0,A,2025-12-29T16:23:04.914351
Temp Media,0.7,1.0,A,2025-12-29T16:23:07.487086
Temp Media,0.7,1.0,A,2025-12-29T16:23:10.051496
Temp Media,0.7,1.0,B,2025-12-29T16:23:12.603217
Temp Media,0.7,1.0,A,2025-12-29T16:23:15.168983
Temp Media,0.7,1.0,A,2025-12-29T16:23:17.733231
Temp Media,0.7,1.0,A,2025-12-29T16:23:20.289610
Temp Media,0.7,1.0,A,2025-12-29T16:23:22.855989
Temp Media,0.7,1.0,A,2025-12-29T16:23:25.419020
Temp Media,0.7,1.0,A,2025-12-29T16:23:27.970378
Temp Media,0.7,1.0,A,2025-12-29T16:23:30.529218
Temp Media,0.7,1.0,A,2025-12-29T16:23:33.094530
Temp Media,0.7,1.0,A,2025-12-29T16:23:35.656154
Temp Media,0.7,1.0,A,2025-12-29T16:23:38.213639
Temp Media,0.7,1.0,A,2025-12-29T16:23:40.773168
Temp Media,0.7,1.0,A,2025-12-29T16:23:43.326033
Temp Media,0.7,1.0,A,2025-12-29T16:23:45.889450
Temp Media,0.7,1.0,A,2025-12-29T16:23:48.437563
Temp Media,0.7,1.0,A,2025-12-29T16:23:51.011987
Temp Media,0.7,1.0,A,2025-12-29T16:23:53.562395
Temp Media,0.7,1.0,A,2025-12-29T16:23:56.108010
Temp Media,0.7,1.0,A,2025-12-29T16:23:58.689616
Temp Media,0.7,1.0,A,2025-12-29T16:24:01.247973
Temp Media,0.7,1.0,A,2025-12-29T16:24:03.812128
Temp Media,0.7,1.0,A,2025-12-29T16:24:06.367120
Temp Media,0.7,1.0,A,2025-12-29T16:24:08.926641
Temp Media,0.7,1.0,A,2025-12-29T16:24:11.484968
Temp Media,0.7,1.0,A,2025-12-29T16:24:14.053192
Temp Media,0.7,1.0,A,2025-12-29T16:24:16.614141
Temp Media,0.7,1.0,A,2025-12-29T16:24:19.181690
Temp Media,0.7,1.0,A,2025-12-29T16:24:21.740103
Temp Media,0.7,1.0,A,2025-12-29T16:24:24.309678
Temp Media,0.7,1.0,A,2025-12-29T16:24:26.855390
Temp Media,0.7,1.0,A,2025-12-29T16:24:29.404237
Temp Media,0.7,1.0,A,2025-12-29T16:24:31.951632
Temp Media,0.7,1.0,A,2025-12-29T16:24:34.507825
Temp Media,0.7,1.0,A,2025-12-29T16:24:37.071470
Temp Media,0.7,1.0,A,2025-12-29T16:24:39.622731
Temp Media,0.7,1.0,A,2025-12-29T16:24:42.331818
Temp Media,0.7,1.0,A,2025-12-29T16:24:44.875569
Temp Media,0.7,1.0,A,2025-12-29T16:24:47.487217
Temp Media,0.7,1.0,A,2025-12-29T16:24:50.055222
Temp Media,0.7,1.0,A,2025-12-29T16:24:52.602513
Temp Media,0.7,1.0,A,2025-12-29T16:24:55.143173
Temp Media,0.7,1.0,A.,2025-12-29T16:24:57.698405
Temp Media,0.7,1.0,A,2025-12-29T16:25:00.270623
Temp Media,0.7,1.0,A,2025-12-29T16:25:02.833403
